CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
CUST-10625,53.0,Female,19.0,8.0,1.0,10.0,Basic,Monthly,2376.33,11.0,0.0
CUST-10626,40.0,Female,35.0,12.0,1.0,5.0,Standard,Monthly,2563.22,9.0,0.0
CUST-10627,33.0,Female,39.0,2.0,4.0,7.0,Premium,Quarterly,5505.07,3.0,0.0
CUST-10628,56.0,Female,53.0,12.0,2.0,2.0,Standard,Monthly,5195.25,11.0,0.0
CUST-10629,62.0,Male,26.0,5.0,3.0,1.0,Basic,Monthly,3777.25,2.0,1.0
CUST-10630,59.0,Male,46.0,22.0,4.0,0.0,Basic,Quarterly,6018.18,9.0,0.0
CUST-10631,56.0,Male,14.0,5.0,3.0,12.0,Standard,Monthly,938.36,24.0,1.0
CUST-10632,31.0,Female,54.0,13.0,3.0,7.0,Basic,Monthly,5945.72,25.0,0.0
CUST-10633,48.0,Male,45.0,9.0,5.0,1.0,Standard,Monthly,6806.47,10.0,0.0
CUST-10634,22.0,Female,44.0,10.0,3.0,3.0,Basic,Monthly,6031.84,11.0,0.0
CUST-10635,52.0,Female,24.0,1.0,3.0,11.0,Premium,Annual,2610.99,3.0,1.0
CUST-10636,40.0,Female,41.0,3.0,4.0,5.0,Premium,Quarterly,6023.15,17.0,1.0
CUST-10637,46.0,Female,1.0,18.0,7.0,2.0,Premium,Monthly,315.45,11.0,1.0
CUST-10638,60.0,Male,51.0,12.0,2.0,2.0,Basic,Monthly,4956.06,17.0,0.0
CUST-10639,28.0,Female,43.0,29.0,1.0,1.0,Standard,Monthly,5684.69,19.0,0.0
CUST-10640,35.0,Female,55.0,3.0,1.0,12.0,Basic,Monthly,4463.33,4.0,0.0
CUST-10641,64.0,Male,22.0,26.0,2.0,6.0,Premium,Annual,2717.43,2.0,0.0
CUST-10642,29.0,Male,23.0,25.0,5.0,8.0,Basic,Monthly,3184.48,24.0,1.0
CUST-10643,26.0,Female,56.0,29.0,1.0,13.0,Premium,Annual,6603.65,14.0,0.0
CUST-10644,27.0,Female,54.0,9.0,4.0,30.0,Standard,Quarterly,3727.87,29.0,1.0
CUST-10645,61.0,Female,19.0,26.0,3.0,2.0,Premium,Annual,2228.43,15.0,0.0
CUST-10646,34.0,Female,18.0,2.0,0.0,1.0,Standard,Quarterly,2173.38,28.0,0.0
CUST-10647,55.0,Female,12.0,3.0,4.0,4.0,Basic,Quarterly,1731.34,3.0,0.0
CUST-10648,24.0,Female,55.0,14.0,2.0,0.0,Premium,Quarterly,7558.39,29.0,0.0
CUST-10649,63.0,Male,28.0,4.0,7.0,10.0,Basic,Annual,2374.86,20.0,0.0
CUST-10650,30.0,Male,28.0,25.0,3.0,15.0,Premium,Monthly,3922.1,22.0,0.0
CUST-10651,57.0,Male,59.0,19.0,4.0,8.0,Premium,Annual,7932.35,26.0,0.0
CUST-10652,59.0,Female,33.0,13.0,3.0,2.0,Premium,Quarterly,4511.19,13.0,1.0
CUST-10653,26.0,Female,19.0,7.0,2.0,0.0,Basic,Monthly,2279.26,22.0,0.0
CUST-10654,67.0,Female,28.0,12.0,1.0,3.0,Basic,Annual,2949.56,13.0,0.0
CUST-10655,44.0,Male,59.0,3.0,3.0,12.0,Standard,Annual,5665.23,18.0,1.0
CUST-10656,19.0,Female,52.0,23.0,4.0,2.0,Premium,Quarterly,6782.33,22.0,0.0
CUST-10657,22.0,Female,49.0,23.0,1.0,0.0,Basic,Monthly,5261.7,20.0,0.0
CUST-10658,46.0,Female,37.0,9.0,1.0,2.0,Basic,Annual,3476.67,21.0,0.0
CUST-10659,54.0,Female,26.0,2.0,2.0,32.0,Basic,Quarterly,3146.96,7.0,1.0
CUST-10660,55.0,Male,35.0,29.0,2.0,7.0,Premium,Quarterly,4920.14,23.0,0.0
CUST-10661,36.0,Female,34.0,22.0,1.0,16.0,Premium,Annual,2091.46,16.0,1.0
CUST-10662,25.0,Male,35.0,9.0,2.0,10.0,Basic,Monthly,5269.2,16.0,0.0
CUST-10663,65.0,Male,40.0,12.0,6.0,5.0,Basic,Monthly,2642.91,22.0,1.0
CUST-10664,62.0,Male,16.0,12.0,0.0,1.0,Standard,Quarterly,2073.76,26.0,0.0
CUST-10665,18.0,Female,38.0,15.0,1.0,3.0,Basic,Monthly,4371.87,6.0,0.0
CUST-10666,39.0,Female,13.0,2.0,2.0,6.0,Standard,Quarterly,904.96,6.0,0.0
CUST-10667,34.0,Female,23.0,18.0,2.0,14.0,Standard,Monthly,3670.91,4.0,0.0
CUST-10668,24.0,Female,54.0,13.0,6.0,2.0,Standard,Monthly,5716.85,3.0,1.0
CUST-10669,42.0,Female,22.0,14.0,2.0,0.0,Premium,Monthly,1838.11,1.0,0.0
CUST-10670,62.0,Female,16.0,5.0,3.0,5.0,Standard,Monthly,2315.97,3.0,1.0
CUST-10671,21.0,Male,28.0,26.0,3.0,1.0,Basic,Monthly,3375.09,19.0,0.0
CUST-10672,53.0,Male,48.0,10.0,3.0,6.0,Premium,Monthly,7228.8,9.0,0.0
CUST-10673,23.0,Male,35.0,12.0,2.0,2.0,Basic,Monthly,3599.69,14.0,0.0
CUST-10674,48.0,Male,45.0,10.0,3.0,1.0,Premium,Quarterly,3539.67,19.0,0.0
CUST-10675,36.0,Male,46.0,24.0,3.0,3.0,Basic,Annual,2673.79,24.0,0.0
CUST-10676,61.0,Male,8.0,11.0,3.0,6.0,Premium,Monthly,1456.91,24.0,1.0
CUST-10677,56.0,Male,44.0,25.0,3.0,5.0,Basic,Quarterly,5282.23,19.0,0.0
CUST-10678,44.0,Female,55.0,2.0,1.0,1.0,Basic,Monthly,8273.15,26.0,0.0
CUST-10679,27.0,Male,55.0,5.0,2.0,15.0,Basic,Monthly,6864.22,26.0,0.0
CUST-10680,43.0,Male,22.0,7.0,2.0,0.0,Premium,Annual,3375.95,28.0,0.0
CUST-10681,36.0,Male,21.0,6.0,1.0,0.0,Premium,Monthly,3216.1,13.0,0.0
CUST-10682,56.0,Female,26.0,22.0,1.0,6.0,Basic,Monthly,2796.55,22.0,0.0
CUST-10683,20.0,Male,40.0,23.0,2.0,0.0,Basic,Monthly,2730.76,16.0,0.0
CUST-10684,62.0,Male,21.0,3.0,2.0,4.0,Basic,Annual,1873.59,28.0,0.0
CUST-10685,30.0,Female,25.0,13.0,3.0,21.0,Basic,Monthly,2476.58,8.0,1.0
CUST-10686,67.0,Male,41.0,3.0,5.0,8.0,Premium,Quarterly,4473.77,24.0,0.0
CUST-10687,45.0,Male,1.0,26.0,2.0,6.0,Standard,Monthly,458.68,26.0,1.0
CUST-10688,37.0,Male,6.0,25.0,3.0,5.0,Premium,Monthly,608.36,16.0,0.0
CUST-10689,45.0,Male,23.0,24.0,5.0,1.0,Standard,Annual,2167.1,26.0,0.0
CUST-10690,25.0,Male,51.0,21.0,3.0,3.0,Standard,Monthly,2925.4,9.0,0.0
CUST-10691,58.0,Male,23.0,6.0,6.0,2.0,Premium,Quarterly,2312.29,9.0,0.0
CUST-10692,56.0,Female,43.0,11.0,7.0,21.0,Basic,Quarterly,2752.23,24.0,0.0
CUST-10693,18.0,Female,43.0,28.0,5.0,1.0,Basic,Monthly,4202.73,23.0,0.0
CUST-10694,20.0,Female,23.0,26.0,1.0,4.0,Premium,Monthly,1798.3,26.0,0.0
CUST-10695,30.0,Male,32.0,17.0,1.0,19.0,Basic,Quarterly,4538.4,3.0,1.0
CUST-10696,45.0,Female,30.0,10.0,0.0,10.0,Basic,Monthly,2135.93,7.0,0.0
CUST-10697,66.0,Male,13.0,12.0,2.0,23.0,Premium,Monthly,2082.12,20.0,1.0
CUST-10698,42.0,Male,43.0,17.0,0.0,6.0,Standard,Monthly,5035.94,18.0,0.0
CUST-10699,50.0,Female,18.0,4.0,2.0,2.0,Standard,Quarterly,1820.09,24.0,0.0
CUST-10700,55.0,Male,23.0,2.0,3.0,12.0,Standard,Annual,2859.57,2.0,1.0
CUST-10701,23.0,Male,15.0,11.0,6.0,2.0,Basic,Annual,1605.64,1.0,1.0
CUST-10702,61.0,Female,33.0,7.0,2.0,1.0,Premium,Monthly,2137.99,12.0,0.0
CUST-10703,62.0,Female,21.0,2.0,3.0,8.0,Basic,Quarterly,2997.79,16.0,1.0
CUST-10704,49.0,Female,57.0,26.0,4.0,7.0,Standard,Monthly,8421.9,12.0,1.0
CUST-10705,62.0,Female,39.0,18.0,3.0,14.0,Premium,Monthly,5804.43,21.0,0.0
CUST-10706,64.0,Female,23.0,21.0,2.0,22.0,Standard,Annual,3086.63,10.0,0.0
CUST-10707,38.0,Male,27.0,4.0,5.0,13.0,Premium,Quarterly,2928.04,29.0,1.0
CUST-10708,33.0,Male,45.0,8.0,2.0,0.0,Premium,Quarterly,4597.83,9.0,0.0
CUST-10709,38.0,Male,44.0,20.0,3.0,7.0,Standard,Monthly,5362.91,21.0,1.0
CUST-10710,28.0,Male,18.0,14.0,3.0,10.0,Basic,Annual,2489.21,27.0,0.0
CUST-10711,54.0,Male,24.0,12.0,3.0,28.0,Standard,Annual,2567.37,18.0,1.0
CUST-10712,53.0,Female,51.0,22.0,2.0,3.0,Premium,Monthly,7419.04,26.0,0.0
CUST-10713,52.0,Female,47.0,21.0,2.0,1.0,Standard,Monthly,4011.73,4.0,0.0
CUST-10714,36.0,Female,40.0,27.0,0.0,13.0,Standard,Monthly,4388.73,8.0,0.0
CUST-10715,37.0,Male,51.0,18.0,4.0,2.0,Standard,Monthly,7522.42,23.0,0.0
CUST-10716,35.0,Female,42.0,11.0,2.0,6.0,Basic,Annual,6204.21,21.0,0.0
CUST-10717,64.0,Female,7.0,29.0,5.0,3.0,Basic,Monthly,917.47,4.0,1.0
CUST-10718,58.0,Female,50.0,28.0,0.0,3.0,Premium,Quarterly,4230.12,16.0,0.0
CUST-10719,66.0,Male,48.0,8.0,3.0,9.0,Standard,Quarterly,3551.84,21.0,0.0
CUST-10720,31.0,Female,20.0,2.0,0.0,3.0,Basic,Quarterly,1602.88,23.0,0.0
CUST-10721,32.0,Male,27.0,25.0,4.0,8.0,Premium,Monthly,3732.06,21.0,1.0
CUST-10722,48.0,Male,6.0,15.0,2.0,0.0,Standard,Annual,865.61,8.0,0.0
CUST-10723,18.0,Male,27.0,9.0,3.0,2.0,Premium,Monthly,3228.86,7.0,0.0
CUST-10724,20.0,Female,9.0,19.0,1.0,2.0,Basic,Quarterly,1238.31,23.0,0.0
CUST-10725,33.0,Female,53.0,20.0,1.0,9.0,Premium,Quarterly,5435.71,25.0,0.0
CUST-10726,40.0,Male,45.0,8.0,1.0,2.0,Standard,Monthly,5037.33,24.0,0.0
CUST-10727,28.0,Male,57.0,25.0,1.0,7.0,Standard,Annual,8415.3,13.0,0.0
CUST-10728,29.0,Male,31.0,19.0,1.0,8.0,Basic,Monthly,1860.56,28.0,1.0
CUST-10729,27.0,Male,21.0,5.0,0.0,7.0,Basic,Quarterly,3044.89,8.0,1.0
CUST-10730,49.0,Male,26.0,11.0,1.0,6.0,Basic,Quarterly,2597.18,22.0,0.0
CUST-10731,33.0,Male,40.0,15.0,1.0,3.0,Premium,Quarterly,5265.7,7.0,0.0
CUST-10732,25.0,Female,48.0,8.0,0.0,3.0,Basic,Monthly,7376.14,24.0,0.0
CUST-10733,55.0,Male,45.0,19.0,4.0,5.0,Standard,Quarterly,3995.12,29.0,0.0
CUST-10734,29.0,Male,13.0,23.0,1.0,0.0,Basic,Quarterly,1248.73,5.0,0.0
CUST-10735,41.0,Male,49.0,27.0,2.0,14.0,Basic,Monthly,3994.2,26.0,0.0
CUST-10736,45.0,Female,23.0,8.0,1.0,12.0,Basic,Quarterly,1776.42,18.0,0.0
CUST-10737,25.0,Female,20.0,26.0,3.0,2.0,Premium,Quarterly,2866.02,23.0,0.0
CUST-10738,45.0,Female,37.0,27.0,3.0,5.0,Premium,Quarterly,2428.42,26.0,0.0
CUST-10739,53.0,Male,54.0,19.0,4.0,18.0,Premium,Monthly,3315.76,19.0,0.0
CUST-10740,43.0,Female,53.0,18.0,1.0,2.0,Premium,Monthly,6592.46,10.0,0.0
CUST-10741,25.0,Male,28.0,10.0,2.0,9.0,Basic,Monthly,3036.92,11.0,0.0
CUST-10742,67.0,Female,17.0,29.0,1.0,0.0,Premium,Monthly,2038.37,8.0,0.0
CUST-10743,45.0,Female,28.0,7.0,2.0,5.0,Standard,Annual,3444.4,6.0,0.0
CUST-10744,45.0,Female,41.0,28.0,3.0,15.0,Premium,Monthly,5333.58,11.0,0.0
CUST-10745,54.0,Female,2.0,9.0,2.0,5.0,Basic,Monthly,242.06,16.0,1.0
CUST-10746,58.0,Female,25.0,1.0,4.0,6.0,Premium,Quarterly,3054.23,4.0,0.0
CUST-10747,53.0,Male,58.0,19.0,3.0,16.0,Basic,Monthly,7925.42,2.0,1.0
CUST-10748,44.0,Female,50.0,5.0,3.0,8.0,Basic,Monthly,4537.7,13.0,0.0
CUST-10749,34.0,Male,41.0,19.0,3.0,8.0,Basic,Quarterly,5527.8,7.0,0.0
CUST-10750,26.0,Female,6.0,1.0,1.0,6.0,Basic,Quarterly,1198.66,17.0,0.0
CUST-10751,50.0,Male,11.0,15.0,3.0,7.0,Standard,Quarterly,1531.3,23.0,1.0
CUST-10752,37.0,Male,57.0,16.0,3.0,11.0,Premium,Quarterly,6952.43,13.0,0.0
CUST-10753,30.0,Male,38.0,23.0,0.0,27.0,Premium,Monthly,5006.18,10.0,0.0
CUST-10754,45.0,Male,6.0,7.0,1.0,11.0,Basic,Annual,1087.75,13.0,0.0
CUST-10755,65.0,Male,45.0,26.0,1.0,8.0,Basic,Monthly,5753.98,10.0,0.0
CUST-10756,46.0,Female,11.0,12.0,3.0,1.0,Basic,Monthly,1171.01,7.0,1.0
CUST-10757,30.0,Male,14.0,8.0,3.0,11.0,Premium,Monthly,1018.96,10.0,1.0
CUST-10758,63.0,Male,2.0,5.0,2.0,9.0,Basic,Monthly,212.48,29.0,1.0
CUST-10759,52.0,Female,40.0,10.0,2.0,10.0,Standard,Monthly,2971.89,16.0,0.0
CUST-10760,23.0,Male,3.0,28.0,5.0,1.0,Basic,Quarterly,493.53,3.0,0.0
CUST-10761,35.0,Female,55.0,21.0,0.0,16.0,Standard,Quarterly,5600.96,4.0,0.0
CUST-10762,22.0,Female,53.0,5.0,1.0,0.0,Basic,Monthly,7921.99,28.0,0.0
CUST-10763,64.0,Female,35.0,17.0,2.0,2.0,Basic,Quarterly,5333.82,4.0,0.0
CUST-10764,42.0,Female,33.0,26.0,2.0,7.0,Basic,Quarterly,4378.36,4.0,0.0
CUST-10765,19.0,Male,24.0,5.0,2.0,7.0,Basic,Monthly,3928.42,16.0,0.0
CUST-10766,27.0,Female,19.0,22.0,4.0,2.0,Basic,Monthly,3117.51,9.0,0.0
CUST-10767,47.0,Male,18.0,15.0,3.0,8.0,Standard,Monthly,2552.16,6.0,1.0
CUST-10768,67.0,Male,49.0,13.0,3.0,3.0,Basic,Monthly,2991.57,10.0,0.0
CUST-10769,62.0,Female,52.0,28.0,1.0,0.0,Basic,Quarterly,5184.78,25.0,0.0
CUST-10770,22.0,Male,24.0,1.0,0.0,1.0,Basic,Monthly,2667.31,28.0,0.0
CUST-10771,50.0,Female,45.0,11.0,3.0,14.0,Premium,Monthly,3272.44,4.0,0.0
CUST-10772,18.0,Female,35.0,23.0,0.0,1.0,Standard,Monthly,4950.91,23.0,0.0
CUST-10773,35.0,Female,1.0,1.0,1.0,0.0,Standard,Annual,245.34,29.0,0.0
CUST-10774,49.0,Female,36.0,11.0,2.0,8.0,Basic,Monthly,3462.37,12.0,1.0
CUST-10775,64.0,Male,25.0,18.0,2.0,4.0,Basic,Quarterly,1772.54,10.0,0.0
CUST-10776,66.0,Male,45.0,18.0,1.0,11.0,Basic,Monthly,4747.68,12.0,0.0
CUST-10777,28.0,Female,49.0,21.0,2.0,13.0,Standard,Quarterly,5536.29,28.0,0.0
CUST-10778,38.0,Male,43.0,26.0,3.0,13.0,Standard,Annual,5589.47,25.0,1.0
CUST-10779,43.0,Female,34.0,16.0,5.0,2.0,Premium,Monthly,3320.37,26.0,0.0
CUST-10780,42.0,Female,25.0,13.0,2.0,4.0,Premium,Annual,2931.13,19.0,0.0
CUST-10781,39.0,Female,16.0,7.0,3.0,7.0,Standard,Quarterly,2205.59,29.0,1.0
CUST-10782,44.0,Male,34.0,1.0,2.0,2.0,Standard,Quarterly,4426.7,19.0,0.0
CUST-10783,66.0,Male,29.0,26.0,3.0,0.0,Basic,Quarterly,2641.71,22.0,0.0
CUST-10784,30.0,Male,19.0,16.0,1.0,4.0,Basic,Monthly,1461.71,24.0,1.0
CUST-10785,50.0,Male,23.0,1.0,3.0,0.0,Premium,Monthly,1484.81,1.0,0.0
CUST-10786,51.0,Female,19.0,17.0,1.0,21.0,Basic,Annual,2796.93,4.0,0.0
CUST-10787,58.0,Male,25.0,6.0,0.0,11.0,Premium,Monthly,2399.77,13.0,0.0
CUST-10788,52.0,Male,16.0,2.0,4.0,1.0,Standard,Annual,1382.45,8.0,0.0
CUST-10789,18.0,Male,54.0,17.0,3.0,2.0,Standard,Quarterly,3862.5,22.0,0.0
CUST-10790,38.0,Female,51.0,6.0,1.0,28.0,Basic,Monthly,6858.66,14.0,0.0
CUST-10791,65.0,Female,9.0,14.0,0.0,3.0,Standard,Quarterly,1412.8,16.0,0.0
CUST-10792,23.0,Male,1.0,18.0,3.0,10.0,Standard,Annual,509.12,2.0,0.0
CUST-10793,45.0,Male,42.0,6.0,2.0,4.0,Basic,Monthly,4863.59,8.0,0.0
CUST-10794,34.0,Male,19.0,10.0,1.0,13.0,Basic,Monthly,1573.66,13.0,0.0
CUST-10795,22.0,Male,33.0,24.0,1.0,8.0,Basic,Quarterly,2995.18,1.0,0.0
CUST-10796,48.0,Female,34.0,18.0,3.0,0.0,Standard,Annual,3465.53,12.0,0.0
CUST-10797,22.0,Female,16.0,27.0,4.0,2.0,Basic,Quarterly,1515.91,17.0,0.0
CUST-10798,55.0,Male,44.0,9.0,3.0,5.0,Standard,Monthly,6400.49,7.0,0.0
CUST-10799,20.0,Male,40.0,8.0,4.0,18.0,Standard,Monthly,4542.22,16.0,1.0
CUST-10800,40.0,Female,55.0,28.0,5.0,0.0,Basic,Annual,6989.85,14.0,0.0
CUST-10801,54.0,Male,18.0,10.0,6.0,6.0,Standard,Monthly,1426.02,10.0,1.0
CUST-10802,54.0,Female,34.0,17.0,2.0,2.0,Basic,Quarterly,2755.7,3.0,0.0
CUST-10803,27.0,Male,25.0,23.0,2.0,15.0,Standard,Monthly,1937.36,28.0,1.0
CUST-10804,27.0,Male,45.0,29.0,4.0,10.0,Basic,Monthly,5467.55,12.0,0.0
CUST-10805,36.0,Male,6.0,26.0,8.0,3.0,Basic,Monthly,563.48,8.0,1.0
CUST-10806,34.0,Female,21.0,6.0,3.0,1.0,Basic,Monthly,2307.88,16.0,1.0
CUST-10807,38.0,Female,58.0,14.0,1.0,0.0,Premium,Quarterly,7273.47,25.0,0.0
CUST-10808,31.0,Male,6.0,22.0,3.0,6.0,Basic,Monthly,1294.95,24.0,0.0
CUST-10809,26.0,Male,32.0,22.0,4.0,3.0,Basic,Monthly,2443.65,1.0,1.0
CUST-10810,63.0,Male,41.0,6.0,1.0,2.0,Basic,Monthly,2731.07,17.0,0.0
CUST-10811,18.0,Male,48.0,26.0,3.0,29.0,Basic,Annual,3611.95,6.0,0.0
CUST-10812,62.0,Male,43.0,7.0,0.0,4.0,Premium,Quarterly,5402.65,28.0,0.0
CUST-10813,30.0,Male,39.0,12.0,1.0,9.0,Standard,Monthly,3036.59,1.0,1.0
CUST-10814,21.0,Female,31.0,3.0,3.0,1.0,Premium,Monthly,3716.49,24.0,1.0
CUST-10815,18.0,Male,42.0,14.0,0.0,0.0,Basic,Quarterly,4911.26,15.0,0.0
CUST-10816,66.0,Male,10.0,22.0,1.0,3.0,Basic,Annual,1205.02,13.0,0.0
CUST-10817,57.0,Female,30.0,19.0,3.0,7.0,Standard,Monthly,2085.35,6.0,1.0
CUST-10818,49.0,Male,57.0,23.0,2.0,4.0,Standard,Monthly,5370.13,21.0,0.0
CUST-10819,51.0,Female,52.0,16.0,2.0,15.0,Basic,Quarterly,3989.88,13.0,0.0
CUST-10820,45.0,Male,18.0,7.0,7.0,3.0,Standard,Quarterly,1593.36,22.0,0.0
CUST-10821,48.0,Female,24.0,8.0,1.0,2.0,Premium,Quarterly,2558.38,4.0,0.0
CUST-10822,25.0,Female,52.0,18.0,2.0,17.0,Basic,Monthly,6393.17,1.0,0.0
CUST-10823,56.0,Female,9.0,25.0,1.0,3.0,Standard,Monthly,895.72,23.0,0.0
CUST-10824,43.0,Female,31.0,13.0,1.0,2.0,Basic,Monthly,3641.78,10.0,0.0
CUST-10825,51.0,Male,15.0,21.0,2.0,0.0,Premium,Monthly,1596.37,25.0,0.0
CUST-10826,20.0,Female,4.0,9.0,3.0,11.0,Standard,Annual,564.99,4.0,0.0
CUST-10827,67.0,Male,40.0,10.0,3.0,12.0,Basic,Monthly,5615.91,13.0,1.0
CUST-10828,29.0,Male,9.0,21.0,3.0,0.0,Standard,Quarterly,1597.32,4.0,0.0
CUST-10829,18.0,Male,45.0,23.0,5.0,3.0,Premium,Quarterly,4280.57,16.0,0.0
CUST-10830,61.0,Female,9.0,27.0,3.0,9.0,Standard,Monthly,1184.06,9.0,0.0
CUST-10831,22.0,Male,26.0,9.0,5.0,20.0,Basic,Annual,3587.07,4.0,1.0
CUST-10832,47.0,Female,4.0,15.0,6.0,3.0,Standard,Quarterly,538.28,26.0,1.0
CUST-10833,47.0,Female,17.0,20.0,0.0,14.0,Standard,Annual,2108.26,20.0,1.0
CUST-10834,34.0,Female,16.0,2.0,0.0,3.0,Basic,Monthly,2585.87,8.0,0.0
CUST-10835,65.0,Female,15.0,25.0,2.0,1.0,Basic,Monthly,1408.0,27.0,0.0
CUST-10836,64.0,Male,35.0,13.0,5.0,0.0,Standard,Monthly,3681.55,4.0,1.0
CUST-10837,40.0,Male,57.0,2.0,3.0,2.0,Standard,Monthly,6943.1,9.0,1.0
CUST-10838,32.0,Male,52.0,19.0,1.0,3.0,Basic,Monthly,3246.07,11.0,0.0
CUST-10839,54.0,Male,5.0,26.0,3.0,20.0,Premium,Annual,814.83,24.0,1.0
CUST-10840,38.0,Male,55.0,2.0,0.0,1.0,Standard,Monthly,4500.89,5.0,0.0
CUST-10841,31.0,Male,5.0,3.0,1.0,3.0,Basic,Annual,625.31,9.0,0.0
CUST-10842,19.0,Male,20.0,6.0,1.0,0.0,Basic,Monthly,1504.94,8.0,0.0
CUST-10843,28.0,Female,15.0,3.0,1.0,10.0,Standard,Quarterly,1673.07,26.0,0.0
CUST-10844,56.0,Female,18.0,10.0,1.0,17.0,Standard,Monthly,1532.87,4.0,0.0
CUST-10845,55.0,Male,47.0,24.0,1.0,1.0,Standard,Monthly,5365.41,20.0,0.0
CUST-10846,51.0,Female,2.0,27.0,0.0,3.0,Basic,Annual,289.93,1.0,0.0
CUST-10847,55.0,Male,29.0,6.0,0.0,0.0,Standard,Monthly,1945.63,20.0,0.0
CUST-10848,67.0,Male,13.0,23.0,2.0,4.0,Premium,Quarterly,1229.36,28.0,0.0
CUST-10849,51.0,Female,4.0,16.0,5.0,1.0,Basic,Quarterly,296.73,13.0,1.0
CUST-10850,35.0,Male,42.0,17.0,4.0,5.0,Basic,Annual,4001.92,24.0,0.0
CUST-10851,47.0,Male,45.0,19.0,2.0,9.0,Premium,Quarterly,3570.8,28.0,0.0
CUST-10852,32.0,Female,10.0,3.0,1.0,5.0,Basic,Monthly,1569.59,28.0,0.0
CUST-10853,44.0,Female,31.0,18.0,2.0,1.0,Basic,Quarterly,2807.17,5.0,0.0
CUST-10854,51.0,Female,41.0,7.0,1.0,3.0,Basic,Monthly,3725.69,22.0,0.0
CUST-10855,55.0,Female,8.0,9.0,2.0,7.0,Basic,Monthly,1064.65,20.0,1.0
CUST-10856,50.0,Female,3.0,20.0,3.0,6.0,Standard,Monthly,611.24,21.0,1.0
CUST-10857,41.0,Male,48.0,12.0,6.0,1.0,Basic,Monthly,5132.33,10.0,0.0
CUST-10858,32.0,Male,46.0,5.0,1.0,13.0,Premium,Monthly,6249.65,16.0,1.0
CUST-10859,47.0,Male,9.0,3.0,4.0,4.0,Standard,Annual,1002.2,8.0,0.0
CUST-10860,59.0,Male,30.0,11.0,2.0,1.0,Standard,Quarterly,4760.05,12.0,0.0
CUST-10861,34.0,Female,53.0,25.0,3.0,0.0,Basic,Annual,7617.39,25.0,0.0
CUST-10862,22.0,Male,11.0,4.0,4.0,23.0,Standard,Monthly,1157.86,3.0,1.0
CUST-10863,46.0,Female,35.0,5.0,1.0,2.0,Standard,Quarterly,5191.53,26.0,0.0
CUST-10864,21.0,Female,37.0,1.0,0.0,16.0,Premium,Monthly,4944.02,4.0,0.0
CUST-10865,27.0,Female,42.0,27.0,7.0,3.0,Premium,Monthly,6348.33,17.0,1.0
CUST-10866,34.0,Female,13.0,28.0,1.0,3.0,Standard,Annual,2021.61,27.0,0.0
CUST-10867,27.0,Female,36.0,29.0,5.0,8.0,Standard,Annual,4453.07,21.0,0.0
CUST-10868,34.0,Male,56.0,18.0,1.0,0.0,Premium,Monthly,3004.92,20.0,0.0
CUST-10869,37.0,Female,13.0,12.0,2.0,2.0,Standard,Annual,1334.29,22.0,0.0
CUST-10870,41.0,Male,12.0,13.0,2.0,2.0,Basic,Quarterly,956.51,22.0,1.0
CUST-10871,22.0,Female,37.0,9.0,2.0,14.0,Basic,Annual,3146.91,13.0,0.0
CUST-10872,51.0,Male,10.0,2.0,6.0,5.0,Premium,Quarterly,1679.77,26.0,1.0
CUST-10873,23.0,Female,56.0,5.0,2.0,3.0,Basic,Annual,3603.31,6.0,0.0
CUST-10874,19.0,Female,9.0,13.0,2.0,2.0,Premium,Annual,1171.09,3.0,0.0
CUST-10875,30.0,Male,52.0,16.0,6.0,6.0,Basic,Monthly,3876.76,14.0,0.0
CUST-10876,60.0,Male,7.0,16.0,3.0,1.0,Standard,Monthly,584.03,7.0,1.0
CUST-10877,60.0,Female,2.0,24.0,3.0,1.0,Standard,Monthly,683.86,3.0,1.0
CUST-10878,65.0,Male,54.0,3.0,5.0,2.0,Basic,Quarterly,3876.34,6.0,1.0
CUST-10879,28.0,Female,56.0,22.0,2.0,6.0,Standard,Annual,8603.72,29.0,0.0
CUST-10880,64.0,Female,23.0,4.0,1.0,3.0,Standard,Quarterly,2056.03,13.0,0.0
CUST-10881,40.0,Male,39.0,11.0,4.0,4.0,Standard,Quarterly,3148.92,14.0,0.0
CUST-10882,33.0,Male,40.0,23.0,0.0,7.0,Standard,Monthly,2411.98,15.0,0.0
CUST-10883,48.0,Male,39.0,26.0,2.0,21.0,Basic,Monthly,3464.83,26.0,1.0
CUST-10884,28.0,Female,21.0,14.0,4.0,10.0,Standard,Monthly,1402.87,16.0,1.0
CUST-10885,33.0,Male,23.0,29.0,7.0,3.0,Basic,Quarterly,2528.37,1.0,0.0
CUST-10886,25.0,Female,29.0,3.0,3.0,9.0,Basic,Monthly,3074.59,15.0,0.0
CUST-10887,21.0,Female,14.0,16.0,1.0,20.0,Premium,Monthly,970.3,24.0,0.0
CUST-10888,57.0,Female,26.0,22.0,1.0,4.0,Standard,Monthly,2078.91,7.0,0.0
CUST-10889,21.0,Female,51.0,15.0,2.0,3.0,Standard,Monthly,6964.99,28.0,0.0
CUST-10890,42.0,Female,5.0,28.0,4.0,0.0,Standard,Monthly,573.4,9.0,1.0
CUST-10891,20.0,Male,55.0,10.0,3.0,15.0,Basic,Monthly,5382.26,15.0,0.0
